"","LOCATION","SUBJECT","TIME","Value","Continent"
"460","BEN","Discriminatory Family Code",2019,40.5,"Africa"
"461","BEN","Restricted Civil Liberty",2019,53.3,"Africa"
"462","BEN","Restricted Physical Integrity",2019,27.7,"Africa"
"463","BEN","Restricted Resources and Assets",2014,59.13,"Africa"
"464","BEN","Restricted Resources and Assets",2019,36.2,"Africa"
"465","BTN","Discriminatory Family Code",2019,40.5,"Asia"
"466","BTN","Restricted Physical Integrity",2019,22.9,"Asia"
"467","BTN","Restricted Resources and Assets",2014,0,"Asia"
"468","BOL","Total",2019,21.4,"South America"
"469","BOL","Discriminatory Family Code",2019,28.5,"South America"
"470","BOL","Restricted Civil Liberty",2019,12.7,"South America"
"471","BOL","Restricted Physical Integrity",2019,16.2,"South America"
"472","BOL","Restricted Resources and Assets",2014,20.48,"South America"
"473","BOL","Restricted Resources and Assets",2019,27.4,"South America"
"474","BWA","Discriminatory Family Code",2019,39.6,"Africa"
"475","BWA","Restricted Civil Liberty",2019,52.4,"Africa"
"476","BWA","Restricted Resources and Assets",2014,59.13,"Africa"
"477","BWA","Restricted Resources and Assets",2019,39.9,"Africa"
"478","BFA","Total",2019,32.4,"Africa"
"479","BFA","Discriminatory Family Code",2019,44.9,"Africa"
"480","BFA","Restricted Civil Liberty",2019,13.8,"Africa"
"481","BFA","Restricted Physical Integrity",2019,35.5,"Africa"
"482","BFA","Restricted Resources and Assets",2014,59.13,"Africa"
"483","BFA","Restricted Resources and Assets",2019,32.9,"Africa"
"484","BDI","Restricted Physical Integrity",2019,31.9,"Africa"
"485","BDI","Restricted Resources and Assets",2014,40.76,"Africa"
"486","CMR","Total",2019,51.8,"Africa"
"487","CMR","Discriminatory Family Code",2019,51.1,"Africa"
"488","CMR","Restricted Civil Liberty",2019,45.4,"Africa"
"489","CMR","Restricted Physical Integrity",2019,26.3,"Africa"
"490","CMR","Restricted Resources and Assets",2014,78.69,"Africa"
"491","CMR","Restricted Resources and Assets",2019,77.7,"Africa"
"492","CAF","Total",2019,43.4,"Africa"
"493","CAF","Discriminatory Family Code",2019,56.4,"Africa"
"494","CAF","Restricted Civil Liberty",2019,54.2,"Africa"
"495","CAF","Restricted Physical Integrity",2019,24.5,"Africa"
"496","CAF","Restricted Resources and Assets",2014,59.13,"Africa"
"497","CAF","Restricted Resources and Assets",2019,35.1,"Africa"
"498","TCD","Total",2019,45.4,"Africa"
"499","TCD","Discriminatory Family Code",2019,55.8,"Africa"
"500","TCD","Restricted Civil Liberty",2019,27.2,"Africa"
"501","TCD","Restricted Physical Integrity",2019,32.2,"Africa"
"502","TCD","Restricted Resources and Assets",2014,59.13,"Africa"
"503","TCD","Restricted Resources and Assets",2019,61.9,"Africa"
"504","COG","Discriminatory Family Code",2019,42.8,"Africa"
"505","COG","Restricted Civil Liberty",2019,58.3,"Africa"
"506","COG","Restricted Resources and Assets",2014,40.76,"Africa"
"507","CRI","Total",2019,27.9,"North America"
"508","CRI","Discriminatory Family Code",2019,45.7,"North America"
"509","CRI","Restricted Civil Liberty",2019,10.5,"North America"
"510","CRI","Restricted Physical Integrity",2019,24.8,"North America"
"511","CRI","Restricted Resources and Assets",2014,40.76,"North America"
"512","CRI","Restricted Resources and Assets",2019,27.5,"North America"
"513","CIV","Total",2019,42.8,"Africa"
"514","CIV","Discriminatory Family Code",2019,29.7,"Africa"
"515","CIV","Restricted Civil Liberty",2019,20.4,"Africa"
"516","CIV","Restricted Physical Integrity",2019,35.6,"Africa"
"517","CIV","Restricted Resources and Assets",2014,59.13,"Africa"
"518","CIV","Restricted Resources and Assets",2019,76.1,"Africa"
"519","CUB","Discriminatory Family Code",2019,28.9,"North America"
"520","CUB","Restricted Resources and Assets",2014,0,"North America"
"521","PRK","Restricted Resources and Assets",2014,0,"Asia"
"522","COD","Total",2019,39.5,"Africa"
"523","COD","Discriminatory Family Code",2019,53,"Africa"
"524","COD","Restricted Civil Liberty",2019,20.7,"Africa"
"525","COD","Restricted Physical Integrity",2019,35.1,"Africa"
"526","COD","Restricted Resources and Assets",2014,95.82,"Africa"
"527","COD","Restricted Resources and Assets",2019,46.4,"Africa"
"528","DOM","Total",2019,18.2,"North America"
"529","DOM","Discriminatory Family Code",2019,30.3,"North America"
"530","DOM","Restricted Civil Liberty",2019,11.2,"North America"
"531","DOM","Restricted Physical Integrity",2019,18.1,"North America"
"532","DOM","Restricted Resources and Assets",2014,0,"North America"
"533","DOM","Restricted Resources and Assets",2019,11.9,"North America"
"534","ECU","Total",2019,28.9,"South America"
"535","ECU","Discriminatory Family Code",2019,34.8,"South America"
"536","ECU","Restricted Civil Liberty",2019,15.1,"South America"
"537","ECU","Restricted Physical Integrity",2019,18.9,"South America"
"538","ECU","Restricted Resources and Assets",2014,20.48,"South America"
"539","ECU","Restricted Resources and Assets",2019,44,"South America"
"540","SLV","Total",2019,22.9,"North America"
"541","SLV","Discriminatory Family Code",2019,26.1,"North America"
"542","SLV","Restricted Civil Liberty",2019,17.8,"North America"
"543","SLV","Restricted Physical Integrity",2019,27.4,"North America"
"544","SLV","Restricted Resources and Assets",2014,38.85,"North America"
"545","SLV","Restricted Resources and Assets",2019,20,"North America"
"546","GNQ","Discriminatory Family Code",2019,63.9,"Africa"
"547","GNQ","Restricted Resources and Assets",2014,40.76,"Africa"
"548","ERI","Discriminatory Family Code",2019,42,"Africa"
"549","ERI","Restricted Resources and Assets",2014,20.48,"Africa"
"550","FJI","Discriminatory Family Code",2019,24.7,"Oceania"
"551","FJI","Restricted Resources and Assets",2014,59.13,"Oceania"
"552","GAB","Total",2019,40.1,"Africa"
"553","GAB","Discriminatory Family Code",2019,50.5,"Africa"
"554","GAB","Restricted Civil Liberty",2019,25.6,"Africa"
"555","GAB","Restricted Physical Integrity",2019,37.3,"Africa"
"556","GAB","Restricted Resources and Assets",2014,78.69,"Africa"
"557","GAB","Restricted Resources and Assets",2019,45.5,"Africa"
"558","GMB","Discriminatory Family Code",2019,87.8,"Africa"
"559","GMB","Restricted Civil Liberty",2019,48.4,"Africa"
"560","GMB","Restricted Physical Integrity",2019,44.9,"Africa"
"561","GMB","Restricted Resources and Assets",2014,100,"Africa"
"562","GTM","Total",2019,28.6,"North America"
"563","GTM","Discriminatory Family Code",2019,26.1,"North America"
"564","GTM","Restricted Civil Liberty",2019,43.4,"North America"
"565","GTM","Restricted Physical Integrity",2019,24.5,"North America"
"566","GTM","Restricted Resources and Assets",2014,20.48,"North America"
"567","GTM","Restricted Resources and Assets",2019,18.4,"North America"
"568","GIN","Total",2019,56.7,"Africa"
"569","GIN","Discriminatory Family Code",2019,87.7,"Africa"
"570","GIN","Restricted Civil Liberty",2019,44.4,"Africa"
"571","GIN","Restricted Physical Integrity",2019,56.9,"Africa"
"572","GIN","Restricted Resources and Assets",2014,38.85,"Africa"
"573","GIN","Restricted Resources and Assets",2019,28.2,"Africa"
"574","GNB","Discriminatory Family Code",2019,59.7,"Africa"
"575","GNB","Restricted Resources and Assets",2014,59.13,"Africa"
"576","HND","Total",2019,22.4,"North America"
"577","HND","Discriminatory Family Code",2019,24.9,"North America"
"578","HND","Restricted Civil Liberty",2019,15.3,"North America"
"579","HND","Restricted Physical Integrity",2019,25,"North America"
"580","HND","Restricted Resources and Assets",2014,38.85,"North America"
"581","HND","Restricted Resources and Assets",2019,24.1,"North America"
"582","IRQ","Total",2019,53.7,"Asia"
"583","IRQ","Discriminatory Family Code",2019,87.5,"Asia"
"584","IRQ","Restricted Civil Liberty",2019,51.5,"Asia"
"585","IRQ","Restricted Physical Integrity",2019,30.7,"Asia"
"586","IRQ","Restricted Resources and Assets",2014,59.13,"Asia"
"587","IRQ","Restricted Resources and Assets",2019,34.4,"Asia"
"588","JAM","Total",2019,24.7,"North America"
"589","JAM","Discriminatory Family Code",2019,32,"North America"
"590","JAM","Restricted Civil Liberty",2019,22.9,"North America"
"591","JAM","Restricted Physical Integrity",2019,24.5,"North America"
"592","JAM","Restricted Resources and Assets",2014,0,"North America"
"593","JAM","Restricted Resources and Assets",2019,18.7,"North America"
"594","JOR","Total",2019,57.3,"Asia"
"595","JOR","Discriminatory Family Code",2019,86.9,"Asia"
"596","JOR","Restricted Civil Liberty",2019,63.1,"Asia"
"597","JOR","Restricted Physical Integrity",2019,25.2,"Asia"
"598","JOR","Restricted Resources and Assets",2014,59.13,"Asia"
"599","JOR","Restricted Resources and Assets",2019,43.4,"Asia"
"600","KEN","Total",2019,35.5,"Africa"
"601","KEN","Discriminatory Family Code",2019,50.5,"Africa"
"602","KEN","Restricted Civil Liberty",2019,17.2,"Africa"
"603","KEN","Restricted Physical Integrity",2019,28.9,"Africa"
"604","KEN","Restricted Resources and Assets",2014,59.13,"Africa"
"605","KEN","Restricted Resources and Assets",2019,42.2,"Africa"
"606","KWT","Discriminatory Family Code",2019,75.8,"Asia"
"607","KWT","Restricted Resources and Assets",2014,0,"Asia"
"608","KWT","Restricted Resources and Assets",2019,80.3,"Asia"
"609","KGZ","Total",2019,23.2,"Asia"
"610","KGZ","Discriminatory Family Code",2019,28.7,"Asia"
"611","KGZ","Restricted Civil Liberty",2019,18,"Asia"
"612","KGZ","Restricted Physical Integrity",2019,16.6,"Asia"
"613","KGZ","Restricted Resources and Assets",2014,59.13,"Asia"
"614","KGZ","Restricted Resources and Assets",2019,28.8,"Asia"
"615","LAO","Total",2019,26.2,"Asia"
"616","LAO","Discriminatory Family Code",2019,31.3,"Asia"
"617","LAO","Restricted Civil Liberty",2019,29,"Asia"
"618","LAO","Restricted Physical Integrity",2019,23.9,"Asia"
"619","LAO","Restricted Resources and Assets",2014,40.76,"Asia"
"620","LAO","Restricted Resources and Assets",2019,20.2,"Asia"
"621","LBN","Total",2019,56.2,"Asia"
"622","LBN","Discriminatory Family Code",2019,82.5,"Asia"
"623","LBN","Restricted Civil Liberty",2019,62.1,"Asia"
"624","LBN","Restricted Physical Integrity",2019,26.6,"Asia"
"625","LBN","Restricted Resources and Assets",2014,59.13,"Asia"
"626","LBN","Restricted Resources and Assets",2019,45.1,"Asia"
"627","LSO","Total",2019,38.1,"Africa"
"628","LSO","Discriminatory Family Code",2019,46.5,"Africa"
"629","LSO","Restricted Civil Liberty",2019,37.6,"Africa"
"630","LSO","Restricted Physical Integrity",2019,26.9,"Africa"
"631","LSO","Restricted Resources and Assets",2014,20.48,"Africa"
"632","LSO","Restricted Resources and Assets",2019,40.5,"Africa"
"633","LBR","Total",2019,47.5,"Africa"
"634","LBR","Discriminatory Family Code",2019,60,"Africa"
"635","LBR","Restricted Civil Liberty",2019,52.8,"Africa"
"636","LBR","Restricted Physical Integrity",2019,33.5,"Africa"
"637","LBR","Restricted Resources and Assets",2014,40.76,"Africa"
"638","LBR","Restricted Resources and Assets",2019,41.5,"Africa"
"639","LBY","Discriminatory Family Code",2019,40.8,"Africa"
"640","LBY","Restricted Resources and Assets",2014,59.13,"Africa"
"641","MDG","Total",2019,47.5,"Africa"
"642","MDG","Discriminatory Family Code",2019,57.2,"Africa"
"643","MDG","Restricted Civil Liberty",2019,59.4,"Africa"
"644","MDG","Restricted Physical Integrity",2019,31.6,"Africa"
"645","MDG","Restricted Resources and Assets",2014,20.48,"Africa"
"646","MDG","Restricted Resources and Assets",2019,39.2,"Africa"
"647","MWI","Total",2019,41.4,"Africa"
"648","MWI","Discriminatory Family Code",2019,38.5,"Africa"
"649","MWI","Restricted Civil Liberty",2019,61.9,"Africa"
"650","MWI","Restricted Physical Integrity",2019,24.1,"Africa"
"651","MWI","Restricted Resources and Assets",2014,59.13,"Africa"
"652","MWI","Restricted Resources and Assets",2019,37.4,"Africa"
"653","MLI","Total",2019,46,"Africa"
"654","MLI","Discriminatory Family Code",2019,63.5,"Africa"
"655","MLI","Restricted Civil Liberty",2019,28.9,"Africa"
"656","MLI","Restricted Physical Integrity",2019,48.4,"Africa"
"657","MLI","Restricted Resources and Assets",2014,40.76,"Africa"
"658","MLI","Restricted Resources and Assets",2019,39.9,"Africa"
"659","MRT","Discriminatory Family Code",2019,88.1,"Africa"
"660","MRT","Restricted Civil Liberty",2019,52.2,"Africa"
"661","MRT","Restricted Resources and Assets",2014,59.13,"Africa"
"662","MUS","Discriminatory Family Code",2019,52.7,"Africa"
"663","MUS","Restricted Civil Liberty",2019,40.7,"Africa"
"664","MUS","Restricted Resources and Assets",2014,0,"Africa"
"665","MUS","Restricted Resources and Assets",2019,19.2,"Africa"
"666","MNG","Total",2019,20,"Asia"
"667","MNG","Discriminatory Family Code",2019,27.8,"Asia"
"668","MNG","Restricted Civil Liberty",2019,22.9,"Asia"
"669","MNG","Restricted Physical Integrity",2019,8.1,"Asia"
"670","MNG","Restricted Resources and Assets",2014,20.48,"Asia"
"671","MNG","Restricted Resources and Assets",2019,20.1,"Asia"
"672","MAR","Total",2019,50.8,"Africa"
"673","MAR","Discriminatory Family Code",2019,73.4,"Africa"
"674","MAR","Restricted Civil Liberty",2019,59.3,"Africa"
"675","MAR","Restricted Physical Integrity",2019,25.7,"Africa"
"676","MAR","Restricted Resources and Assets",2014,38.85,"Africa"
"677","MAR","Restricted Resources and Assets",2019,37.8,"Africa"
"678","MMR","Total",2019,42.4,"Asia"
"679","MMR","Discriminatory Family Code",2019,47.7,"Asia"
"680","MMR","Restricted Civil Liberty",2019,54.9,"Asia"
"681","MMR","Restricted Physical Integrity",2019,29.5,"Asia"
"682","MMR","Restricted Resources and Assets",2014,59.13,"Asia"
"683","MMR","Restricted Resources and Assets",2019,35.5,"Asia"
"684","NAM","Total",2019,27.1,"Africa"
"685","NAM","Discriminatory Family Code",2019,33.1,"Africa"
"686","NAM","Restricted Civil Liberty",2019,35.1,"Africa"
"687","NAM","Restricted Physical Integrity",2019,12.6,"Africa"
"688","NAM","Restricted Resources and Assets",2014,59.13,"Africa"
"689","NAM","Restricted Resources and Assets",2019,26.2,"Africa"
"690","NPL","Total",2019,36.2,"Asia"
"691","NPL","Discriminatory Family Code",2019,52.3,"Asia"
"692","NPL","Restricted Civil Liberty",2019,40.2,"Asia"
"693","NPL","Restricted Physical Integrity",2019,13.7,"Asia"
"694","NPL","Restricted Resources and Assets",2014,59.13,"Asia"
"695","NPL","Restricted Resources and Assets",2019,34.7,"Asia"
"696","NIC","Total",2019,18.6,"North America"
"697","NIC","Discriminatory Family Code",2019,25.3,"North America"
"698","NIC","Restricted Civil Liberty",2019,6.2,"North America"
"699","NIC","Restricted Physical Integrity",2019,25.6,"North America"
"700","NIC","Restricted Resources and Assets",2014,38.85,"North America"
"701","NIC","Restricted Resources and Assets",2019,16,"North America"
"702","NER","Discriminatory Family Code",2019,84.4,"Africa"
"703","NER","Restricted Civil Liberty",2019,25.6,"Africa"
"704","NER","Restricted Resources and Assets",2014,59.13,"Africa"
"705","PSE","Discriminatory Family Code",2019,89.2,"Asia"
"706","PSE","Restricted Civil Liberty",2019,59.4,"Asia"
"707","PSE","Restricted Resources and Assets",2014,59.13,"Asia"
"708","PSE","Restricted Resources and Assets",2019,64.9,"Asia"
"709","OMN","Discriminatory Family Code",2019,86.5,"Asia"
"710","OMN","Restricted Resources and Assets",2014,59.13,"Asia"
"711","PAN","Discriminatory Family Code",2019,15.5,"North America"
"712","PAN","Restricted Civil Liberty",2019,17.8,"North America"
"713","PAN","Restricted Resources and Assets",2014,0,"North America"
"714","PAN","Restricted Resources and Assets",2019,16.1,"North America"
"715","PNG","Discriminatory Family Code",2019,54.2,"Oceania"
"716","PNG","Restricted Resources and Assets",2014,80.44,"Oceania"
"717","QAT","Discriminatory Family Code",2019,92,"Asia"
"718","QAT","Restricted Resources and Assets",2014,59.13,"Asia"
"719","RWA","Total",2019,27.6,"Africa"
"720","RWA","Discriminatory Family Code",2019,38,"Africa"
"721","RWA","Restricted Civil Liberty",2019,23.5,"Africa"
"722","RWA","Restricted Physical Integrity",2019,21.4,"Africa"
"723","RWA","Restricted Resources and Assets",2014,59.13,"Africa"
"724","RWA","Restricted Resources and Assets",2019,26.5,"Africa"
"725","SEN","Total",2019,37,"Africa"
"726","SEN","Discriminatory Family Code",2019,64.9,"Africa"
"727","SEN","Restricted Civil Liberty",2019,3.6,"Africa"
"728","SEN","Restricted Physical Integrity",2019,41.9,"Africa"
"729","SEN","Restricted Resources and Assets",2014,40.76,"Africa"
"730","SEN","Restricted Resources and Assets",2019,27.6,"Africa"
"731","SLE","Total",2019,47.6,"Africa"
"732","SLE","Discriminatory Family Code",2019,53.7,"Africa"
"733","SLE","Restricted Civil Liberty",2019,40.9,"Africa"
"734","SLE","Restricted Physical Integrity",2019,50.4,"Africa"
"735","SLE","Restricted Resources and Assets",2014,80.44,"Africa"
"736","SLE","Restricted Resources and Assets",2019,44.8,"Africa"
"737","SOM","Discriminatory Family Code",2019,76.2,"Africa"
"738","SOM","Restricted Resources and Assets",2014,76.26,"Africa"
"739","LKA","Total",2019,43,"Asia"
"740","LKA","Discriminatory Family Code",2019,67.6,"Asia"
"741","LKA","Restricted Civil Liberty",2019,28.6,"Asia"
"742","LKA","Restricted Physical Integrity",2019,24.5,"Asia"
"743","LKA","Restricted Resources and Assets",2014,62.07,"Asia"
"744","LKA","Restricted Resources and Assets",2019,45.6,"Asia"
"745","SWZ","Discriminatory Family Code",2019,59.2,"Africa"
"746","SWZ","Restricted Resources and Assets",2014,59.13,"Africa"
"747","SYR","Discriminatory Family Code",2019,86.1,"Asia"
"748","SYR","Restricted Resources and Assets",2014,59.13,"Asia"
"749","TJK","Total",2019,32.4,"Asia"
"750","TJK","Discriminatory Family Code",2019,47.8,"Asia"
"751","TJK","Restricted Civil Liberty",2019,25.1,"Asia"
"752","TJK","Restricted Physical Integrity",2019,20.2,"Asia"
"753","TJK","Restricted Resources and Assets",2014,20.28,"Asia"
"754","TJK","Restricted Resources and Assets",2019,34.1,"Asia"
"755","TLS","Discriminatory Family Code",2019,31,"Asia"
"756","TLS","Restricted Physical Integrity",2019,34.4,"Asia"
"757","TLS","Restricted Resources and Assets",2014,59.13,"Asia"
"758","TGO","Total",2019,49.5,"Africa"
"759","TGO","Discriminatory Family Code",2019,63.1,"Africa"
"760","TGO","Restricted Civil Liberty",2019,62,"Africa"
"761","TGO","Restricted Physical Integrity",2019,24.7,"Africa"
"762","TGO","Restricted Resources and Assets",2014,59.13,"Africa"
"763","TGO","Restricted Resources and Assets",2019,43.5,"Africa"
"764","TTO","Total",2019,23.5,"North America"
"765","TTO","Discriminatory Family Code",2019,18.3,"North America"
"766","TTO","Restricted Civil Liberty",2019,28.5,"North America"
"767","TTO","Restricted Physical Integrity",2019,26.6,"North America"
"768","TTO","Restricted Resources and Assets",2014,0,"North America"
"769","TTO","Restricted Resources and Assets",2019,20.4,"North America"
"770","TUN","Total",2019,47.6,"Africa"
"771","TUN","Discriminatory Family Code",2019,79.9,"Africa"
"772","TUN","Restricted Civil Liberty",2019,52.8,"Africa"
"773","TUN","Restricted Physical Integrity",2019,9.4,"Africa"
"774","TUN","Restricted Resources and Assets",2014,59.13,"Africa"
"775","TUN","Restricted Resources and Assets",2019,35,"Africa"
"776","TKM","Discriminatory Family Code",2019,29.8,"Asia"
"777","TKM","Restricted Resources and Assets",2014,20.48,"Asia"
"778","UGA","Total",2019,45.1,"Africa"
"779","UGA","Discriminatory Family Code",2019,54,"Africa"
"780","UGA","Restricted Civil Liberty",2019,26.6,"Africa"
"781","UGA","Restricted Physical Integrity",2019,34.3,"Africa"
"782","UGA","Restricted Resources and Assets",2014,59.13,"Africa"
"783","UGA","Restricted Resources and Assets",2019,61.4,"Africa"
"784","UZB","Discriminatory Family Code",2019,42.2,"Asia"
"785","UZB","Restricted Civil Liberty",2019,23.5,"Asia"
"786","UZB","Restricted Resources and Assets",2014,59.13,"Asia"
"787","VEN","Discriminatory Family Code",2019,43.5,"South America"
"788","VEN","Restricted Civil Liberty",2019,14.6,"South America"
"789","VEN","Restricted Resources and Assets",2014,0,"South America"
"790","VEN","Restricted Resources and Assets",2019,12.7,"South America"
"791","YEM","Total",2019,64,"Asia"
"792","YEM","Discriminatory Family Code",2019,89.7,"Asia"
"793","YEM","Restricted Civil Liberty",2019,75.8,"Asia"
"794","YEM","Restricted Physical Integrity",2019,37.7,"Asia"
"795","YEM","Restricted Resources and Assets",2014,59.13,"Asia"
"796","YEM","Restricted Resources and Assets",2019,43.2,"Asia"
"797","ZWE","Total",2019,32.4,"Africa"
"798","ZWE","Discriminatory Family Code",2019,42.8,"Africa"
"799","ZWE","Restricted Civil Liberty",2019,30.9,"Africa"
"800","ZWE","Restricted Physical Integrity",2019,20.2,"Africa"
"801","ZWE","Restricted Resources and Assets",2014,40.76,"Africa"
"802","ZWE","Restricted Resources and Assets",2019,34.3,"Africa"
"803","AUS","Total",2019,16.1,"Oceania"
"804","AUS","Restricted Physical Integrity",2019,12.9,"Oceania"
"805","AUT","Total",2019,11.7,"Europe"
"806","AUT","Restricted Physical Integrity",2019,7.7,"Europe"
"807","CAN","Total",2019,18.3,"North America"
"808","CAN","Restricted Physical Integrity",2019,4.2,"North America"
"809","DNK","Total",2019,10.4,"Europe"
"810","DNK","Restricted Physical Integrity",2019,10.2,"Europe"
"811","FIN","Total",2019,15.3,"Europe"
"812","FIN","Restricted Physical Integrity",2019,16.4,"Europe"
"813","DEU","Total",2019,15,"Europe"
"814","DEU","Restricted Physical Integrity",2019,14.5,"Europe"
"815","GRC","Total",2019,27.1,"Europe"
"816","GRC","Restricted Physical Integrity",2019,9.3,"Europe"
"817","HUN","Total",2019,25.7,"Europe"
"818","HUN","Discriminatory Family Code",2019,34.1,"Europe"
"819","IRL","Total",2019,17.1,"Europe"
"820","IRL","Restricted Physical Integrity",2019,18.5,"Europe"
"821","JPN","Total",2019,24,"Asia"
"822","JPN","Restricted Physical Integrity",2019,21.3,"Asia"
"823","KOR","Total",2019,23.4,"Asia"
"824","KOR","Restricted Physical Integrity",2019,17.5,"Asia"
"825","MEX","Total",2019,29,"North America"
"826","NLD","Total",2019,16.1,"Europe"
"827","NLD","Restricted Physical Integrity",2019,13.5,"Europe"
"828","NZL","Total",2019,16.7,"Oceania"
"829","NZL","Restricted Physical Integrity",2019,17.5,"Oceania"
"830","NOR","Total",2019,14.5,"Europe"
"831","NOR","Restricted Physical Integrity",2019,7,"Europe"
"832","POL","Total",2019,17.4,"Europe"
"833","POL","Restricted Physical Integrity",2019,19.7,"Europe"
"834","PRT","Total",2019,11.2,"Europe"
"835","PRT","Restricted Physical Integrity",2019,7.4,"Europe"
"836","SVK","Total",2019,16.5,"Europe"
"837","SVK","Restricted Physical Integrity",2019,5.9,"Europe"
"838","SWE","Total",2019,10.5,"Europe"
"839","SWE","Restricted Physical Integrity",2019,8.1,"Europe"
"840","CHE","Total",2019,8.1,"Europe"
"841","CHE","Restricted Physical Integrity",2019,13.3,"Europe"
"842","GBR","Total",2019,17.5,"Europe"
"843","GBR","Restricted Physical Integrity",2019,24.5,"Europe"
"844","USA","Total",2019,17.9,"North America"
"845","BRN","Discriminatory Family Code",2019,79.9,"Asia"
"846","CHL","Total",2019,36.1,"South America"
"847","CHL","Restricted Physical Integrity",2019,18.8,"South America"
"848","HRV","Total",2019,19.3,"Europe"
"849","HRV","Restricted Physical Integrity",2019,7,"Europe"
"850","CYP","Total",2019,28.3,"Europe"
"851","CYP","Total",2019,28.3,"Asia"
"852","CYP","Restricted Physical Integrity",2019,11.7,"Europe"
"853","CYP","Restricted Physical Integrity",2019,11.7,"Asia"
"854","GNQ","Restricted Physical Integrity",2019,37.5,"Africa"
"855","EST","Total",2019,14.1,"Europe"
"856","EST","Restricted Physical Integrity",2019,7.3,"Europe"
"857","HKG","Total",2019,21.2,"Asia"
"858","HKG","Restricted Physical Integrity",2019,22.5,"Asia"
"859","IRN","Total",2019,58.3,"Asia"
"860","IRN","Restricted Physical Integrity",2019,29.1,"Asia"
"861","MLT","Total",2019,21.5,"Europe"
"862","MLT","Discriminatory Family Code",2019,24.9,"Europe"
"863","MLT","Restricted Civil Liberty",2019,26.3,"Europe"
"864","MLT","Restricted Physical Integrity",2019,28.4,"Europe"
"865","RUS","Total",2019,22.3,"Asia"
"866","RUS","Total",2019,22.3,"Europe"
"867","SGP","Total",2019,27,"Asia"
"868","SGP","Restricted Physical Integrity",2019,14.8,"Asia"
"869","TWN","Discriminatory Family Code",2019,37.2,"Asia"
"870","TWN","Restricted Civil Liberty",2019,15.9,"Asia"
"871","URY","Total",2019,22.2,"South America"
"872","MNE","Discriminatory Family Code",2019,27.6,"Europe"
"873","MNE","Restricted Civil Liberty",2019,13.7,"Europe"
"874","MLT","Restricted Resources and Assets",2019,4.9,"Europe"
"875","MNE","Restricted Resources and Assets",2019,28.7,"Europe"
